,speed,dist,rssi_strongest,Throughput tcp
2476,0.0,18,-69.0,3395340.0
2477,0.0,23,-77.0,28432.0
2478,0.0,24,-93.0,4461790.0
2479,0.0,1,-104.0,40520600.0
2480,0.0,22,-90.0,2068720.0
2481,0.0,32,-77.0,18471800.0
2482,0.0,8,-102.0,255640.0
2483,0.0,4,-74.0,35081000.0
2484,0.0,25,-82.0,255640.0
2485,0.0,38,-72.0,36668900.0
2486,0.0,37,-78.0,255640.0
2487,0.0,18,-85.0,13135400.0
2488,0.0,23,-96.0,255640.0
2489,0.0,29,-79.0,32709000.0
2490,0.0,9,-102.0,2649990.0
2491,0.0,20,-87.0,30851700.0
2492,0.0,42,-108.0,31013600.0
2493,0.0,36,-102.0,31011600.0
2494,0.0,11,-104.0,31011600.0
2495,0.0,42,-71.0,31011600.0
2496,0.0,21,-74.0,31011600.0
2497,0.0,22,-67.0,30936400.0
2498,0.0,3,-69.0,30961900.0
2499,0.0,6,-76.0,30936400.0
2500,0.0,24,-104.0,30936400.0
2501,0.0,22,-98.0,30936400.0
2502,0.0,0,-72.0,30938400.0
2503,0.0,10,-80.0,30936400.0
2504,0.0,10,-78.0,30936400.0
2505,0.0,15,-100.0,30936400.0
2506,0.0,19,-83.0,30936400.0
2507,0.0,25,-107.0,30938400.0
2508,0.0,38,-88.0,30936400.0
2509,0.0,45,-90.0,30936400.0
2510,0.0,28,-80.0,30936400.0
2511,0.0,23,-79.0,30938400.0
2512,0.0,14,-91.0,30936400.0
2513,0.0,9,-86.0,30936400.0
2514,0.0,37,-95.0,30936400.0
2515,0.0,30,-86.0,30936400.0
2516,0.0,6,-83.0,30938400.0
2517,0.0,17,-100.0,30936400.0
2518,0.0,33,-98.0,30936400.0
2519,0.0,47,-98.0,31006900.0
2520,0.0,49,-83.0,31011600.0
2521,0.0,8,-76.0,31013600.0
2522,0.0,49,-92.0,31011600.0
2523,0.0,42,-68.0,31011600.0
2524,0.0,11,-85.0,31011600.0
2525,0.0,30,-89.0,31011600.0
2526,0.0,34,-105.0,31011600.0
2527,0.0,31,-92.0,31011600.0
2528,0.0,11,-84.0,31013600.0
2529,0.0,32,-98.0,31011600.0
2530,0.0,41,-86.0,31011600.0
2531,0.0,12,-83.0,31011600.0
2532,0.0,6,-109.0,31011600.0
2533,0.0,11,-78.0,31011600.0
2534,0.0,49,-66.0,30938400.0
2535,0.0,26,-67.0,30959900.0
2536,0.0,49,-100.0,30936400.0
2537,0.0,13,-108.0,30936400.0
2538,0.0,6,-101.0,30936400.0
2539,0.0,3,-96.0,30938400.0
2540,0.0,17,-102.0,30936400.0
2541,0.0,3,-72.0,30936400.0
2542,0.0,42,-88.0,30936400.0
2543,0.0,3,-105.0,30938400.0
2544,0.0,25,-101.0,30936400.0
2545,0.0,6,-88.0,30936400.0
2546,0.0,5,-96.0,30936400.0
2547,0.0,33,-100.0,30936400.0
2548,0.0,33,-99.0,30938400.0
2549,0.0,42,-110.0,30936400.0
2550,0.0,2,-102.0,30936400.0
2551,0.0,11,-93.0,30936400.0
2552,0.0,42,-77.0,30938400.0
2553,0.0,31,-101.0,30936400.0
2554,0.0,8,-105.0,30936400.0
2555,0.0,41,-102.0,30936400.0
2556,0.0,37,-76.0,31006900.0
2557,0.0,13,-85.0,31016400.0
2558,0.0,14,-83.0,31008900.0
2559,0.0,35,-75.0,31011600.0
2560,0.0,28,-76.0,31011600.0
2561,0.0,6,-85.0,31011600.0
2562,0.0,29,-81.0,31011600.0
2563,0.0,43,-106.0,31011600.0
2564,0.0,27,-100.0,31013600.0
2565,0.0,8,-91.0,31011600.0
2566,0.0,2,-86.0,31011600.0
2567,0.0,47,-101.0,31011600.0
2568,0.0,38,-89.0,31011600.0
2569,0.0,2,-100.0,31011600.0
2570,0.0,26,-86.0,31008900.0
2571,0.0,21,-108.0,30941100.0
2572,0.0,5,-101.0,30959900.0
2573,0.0,23,-66.0,30936400.0
2574,0.0,20,-90.0,30936400.0
2575,0.0,6,-109.0,30938400.0
2576,0.0,3,-82.0,30936400.0
2577,0.0,39,-110.0,30936400.0
2578,0.0,15,-66.0,30936400.0
2579,0.0,14,-72.0,30936400.0
2580,0.0,4,-81.0,30938400.0
2581,0.0,31,-79.0,30936400.0
2582,0.0,43,-105.0,30936400.0
2583,0.0,13,-88.0,30936400.0
2584,0.0,9,-95.0,30938400.0
2585,0.0,2,-103.0,30936400.0
2586,0.0,9,-104.0,30936400.0
2587,0.0,28,-109.0,30936400.0
2588,0.0,6,-95.0,30936400.0
2589,0.0,29,-102.0,30938400.0
2590,0.0,43,-110.0,30936400.0
2591,0.0,32,-108.0,30936400.0
2592,0.0,40,-67.0,30936400.0
2593,0.0,40,-87.0,31011600.0
2594,0.0,0,-96.0,31008900.0
2595,0.0,25,-98.0,31011600.0
2596,0.0,26,-89.0,31011600.0
2597,0.0,6,-86.0,31011600.0
2598,0.0,4,-106.0,31011600.0
2599,0.0,30,-67.0,31011600.0
2600,0.0,26,-79.0,31013600.0
2601,0.0,15,-85.0,31011600.0
2602,0.0,40,-100.0,31011600.0
2603,0.0,33,-95.0,31011600.0
2604,0.0,47,-97.0,28432.0
2605,0.0,22,-73.0,4377120.0
2606,0.0,20,-87.0,15401600.0
2607,0.0,14,-104.0,170968.0
2608,0.0,26,-89.0,18556500.0
2609,0.0,20,-96.0,170968.0
2610,0.0,28,-89.0,35165700.0
2611,0.0,42,-103.0,170968.0
2612,0.0,23,-79.0,36753600.0
2613,0.0,45,-107.0,170968.0
2614,0.0,20,-92.0,19513200.0
2615,0.0,27,-93.0,170968.0
2616,0.0,11,-108.0,32793700.0
2617,0.0,49,-79.0,28432.0
2618,0.0,38,-84.0,4461780.0
2619,0.0,5,-79.0,4322160.0
2620,0.0,20,-101.0,255632.0
2621,0.0,26,-69.0,2392320.0
2622,0.0,35,-108.0,255632.0
2623,0.0,31,-100.0,3678720.0
2624,0.0,4,-81.0,255632.0
2625,0.0,30,-108.0,3659310.0
2626,0.0,11,-94.0,255632.0
2627,0.0,3,-94.0,2674710.0
2628,0.0,30,-71.0,255632.0
2629,0.0,40,-89.0,3395340.0
2630,0.0,44,-97.0,28432.0
2631,0.0,4,-105.0,4461780.0
2632,0.0,6,-109.0,4322160.0
2633,0.0,24,-109.0,255632.0
2634,0.0,4,-98.0,2392320.0
2635,0.0,48,-71.0,255632.0
2636,0.0,22,-90.0,3678720.0
2637,0.0,7,-69.0,255632.0
2638,0.0,3,-107.0,3659310.0
2639,0.0,1,-82.0,255632.0
2640,0.0,18,-72.0,2674710.0
2641,0.0,36,-66.0,255632.0
2642,0.0,14,-107.0,3395340.0
2643,0.0,38,-102.0,10985700.0
2644,0.0,27,-100.0,45831700.0
2645,0.0,37,-105.0,45833700.0
2646,0.0,9,-110.0,44685900.0
2647,0.0,46,-95.0,45831700.0
2648,0.0,16,-106.0,44687900.0
2649,0.0,34,-94.0,45831700.0
2650,0.0,48,-66.0,45831700.0
2651,0.0,10,-70.0,44687900.0
2652,0.0,43,-93.0,45831700.0
2653,0.0,17,-109.0,44685900.0
2654,0.0,19,-69.0,45833700.0
2655,0.0,5,-106.0,45831700.0
2656,0.0,26,-76.0,44685900.0
2657,0.0,35,-96.0,45831700.0
2658,0.0,28,-70.0,45099800.0
2659,0.0,7,-87.0,45419700.0
2660,0.0,30,-107.0,45831700.0
2661,0.0,29,-97.0,44687900.0
2662,0.0,0,-67.0,45831700.0
2663,0.0,8,-72.0,45509100.0
2664,0.0,33,-109.0,45010500.0
2665,0.0,6,-96.0,45831700.0
2666,0.0,0,-98.0,44685900.0
2667,0.0,29,-67.0,45833700.0
2668,0.0,17,-104.0,45831700.0
2669,0.0,33,-82.0,44685900.0
2670,0.0,24,-67.0,45833700.0
2671,0.0,41,-109.0,44685900.0
2672,0.0,16,-101.0,45831700.0
2673,0.0,36,-85.0,45833700.0
2674,0.0,8,-92.0,44685900.0
2675,0.0,20,-94.0,45831700.0
2676,0.0,0,-76.0,44687900.0
2677,0.0,34,-70.0,45831700.0
2678,0.0,2,-86.0,45831700.0
2679,0.0,38,-87.0,44687900.0
2680,0.0,4,-105.0,45831700.0
2681,0.0,3,-87.0,44685900.0
2682,0.0,47,-95.0,45833700.0
2683,0.0,0,-100.0,45831700.0
2684,0.0,20,-78.0,44685900.0
2685,0.0,12,-101.0,45831700.0
2686,0.0,16,-70.0,44687900.0
2687,0.0,23,-66.0,45831700.0
2688,0.0,27,-78.0,45831700.0
2689,0.0,16,-66.0,44687900.0
2690,0.0,30,-97.0,45831700.0
2691,0.0,33,-75.0,44685900.0
2692,0.0,37,-83.0,45833700.0
2693,0.0,8,-103.0,45831700.0
2694,0.0,43,-93.0,44685900.0
2695,0.0,42,-72.0,45833700.0
2696,0.0,5,-91.0,44685900.0
2697,0.0,37,-98.0,45831700.0
2698,0.0,20,-102.0,45833700.0
2699,0.0,32,-96.0,44685900.0
2700,0.0,45,-88.0,45831700.0
2701,0.0,14,-100.0,44687900.0
2702,0.0,10,-99.0,45831700.0
2703,0.0,1,-83.0,45831700.0
2704,0.0,27,-90.0,44687900.0
2705,0.0,27,-105.0,45831700.0
2706,0.0,33,-102.0,44888200.0
2707,0.0,26,-98.0,45631400.0
2708,0.0,13,-91.0,45831700.0
2709,0.0,8,-95.0,44685900.0
2710,0.0,8,-68.0,45833700.0
2711,0.0,9,-101.0,45304800.0
2712,0.0,19,-100.0,45212700.0
2713,0.0,10,-82.0,45833700.0
2714,0.0,37,-81.0,44685900.0
2715,0.0,48,-99.0,45831700.0
2716,0.0,42,-95.0,45716100.0
2717,0.0,43,-88.0,44803500.0
2718,0.0,46,-94.0,45831700.0
2719,0.0,41,-75.0,44685900.0
2720,0.0,17,-76.0,45833700.0
2721,0.0,22,-102.0,28432.0
2722,0.0,22,-93.0,4461790.0
2723,0.0,18,-93.0,40520600.0
2724,0.0,24,-98.0,2068720.0
2725,0.0,6,-94.0,18471800.0
2726,0.0,28,-69.0,255640.0
2727,0.0,33,-70.0,35081000.0
2728,0.0,39,-98.0,255640.0
2729,0.0,23,-94.0,36668900.0
2730,0.0,45,-105.0,255640.0
2731,0.0,11,-96.0,13135400.0
2732,0.0,30,-96.0,255640.0
2733,0.0,28,-70.0,32709000.0
2734,0.0,8,-102.0,28432.0
2735,0.0,49,-94.0,4461790.0
2736,0.0,38,-81.0,15316900.0
2737,0.0,7,-98.0,255640.0
2738,0.0,39,-77.0,18471800.0
2739,0.0,18,-95.0,255640.0
2740,0.0,41,-107.0,35081000.0
2741,0.0,40,-91.0,255640.0
2742,0.0,26,-91.0,36668900.0
2743,0.0,15,-77.0,255640.0
2744,0.0,19,-98.0,19428500.0
2745,0.0,41,-109.0,255640.0
2746,0.0,4,-72.0,32709000.0
2747,0.0,48,-101.0,28432.0
2748,0.0,48,-95.0,4461780.0
2749,0.0,2,-92.0,4322160.0
2750,0.0,30,-89.0,255632.0
2751,0.0,44,-108.0,2392320.0
2752,0.0,3,-79.0,255632.0
2753,0.0,0,-81.0,3678720.0
2754,0.0,21,-85.0,255632.0
2755,0.0,43,-92.0,3659310.0
2756,0.0,31,-99.0,255632.0
2757,0.0,48,-66.0,2674710.0
2758,0.0,47,-70.0,255632.0
2759,0.0,20,-74.0,3395340.0
2760,0.0,35,-71.0,28432.0
2761,0.0,34,-92.0,4461790.0
2762,0.0,22,-86.0,40520600.0
2763,0.0,10,-107.0,2068720.0
2764,0.0,7,-84.0,18471800.0
2765,0.0,2,-77.0,255640.0
2766,0.0,31,-100.0,35081000.0
2767,0.0,18,-91.0,255640.0
2768,0.0,45,-67.0,36668900.0
2769,0.0,9,-78.0,255640.0
2770,0.0,12,-67.0,13135400.0
2771,0.0,10,-79.0,255640.0
2772,0.0,13,-81.0,32709000.0
2773,0.0,45,-73.0,28432.0
2774,0.0,18,-77.0,4461780.0
2775,0.0,20,-103.0,4322160.0
2776,0.0,32,-76.0,255632.0
2777,0.0,3,-86.0,2392320.0
2778,0.0,35,-101.0,255632.0
2779,0.0,29,-107.0,3678720.0
2780,0.0,44,-67.0,255632.0
2781,0.0,10,-98.0,3659310.0
2782,0.0,14,-94.0,255632.0
2783,0.0,40,-99.0,2674710.0
2784,0.0,49,-99.0,255632.0
2785,0.0,5,-68.0,3395340.0
2786,0.0,9,-82.0,28432.0
2787,0.0,6,-73.0,4461790.0
2788,0.0,17,-72.0,15316900.0
2789,0.0,2,-78.0,255640.0
2790,0.0,36,-68.0,18471800.0
2791,0.0,27,-105.0,255640.0
2792,0.0,33,-81.0,35081000.0
2793,0.0,15,-110.0,255640.0
2794,0.0,47,-100.0,36668900.0
2795,0.0,39,-87.0,255640.0
2796,0.0,15,-84.0,19428500.0
2797,0.0,36,-88.0,255640.0
2798,0.0,20,-90.0,32709000.0
2799,0.0,42,-88.0,28432.0
2800,0.0,3,-71.0,4461780.0
2801,0.0,39,-93.0,4322160.0
2802,0.0,29,-84.0,255632.0
2803,0.0,34,-84.0,2392320.0
2804,0.0,13,-101.0,255632.0
2805,0.0,10,-66.0,3678720.0
2806,0.0,34,-81.0,255632.0
2807,0.0,25,-79.0,3659310.0
2808,0.0,18,-108.0,255632.0
2809,0.0,17,-97.0,2674710.0
2810,0.0,38,-106.0,255632.0
2811,0.0,37,-100.0,3395340.0
2812,0.0,27,-74.0,28432.0
2813,0.0,39,-86.0,4461790.0
2814,0.0,6,-79.0,40520600.0
2815,0.0,8,-67.0,2068720.0
2816,0.0,20,-66.0,18471800.0
2817,0.0,43,-81.0,255640.0
2818,0.0,32,-110.0,35081000.0
2819,0.0,1,-106.0,255640.0
2820,0.0,11,-108.0,36668900.0
2821,0.0,1,-86.0,255640.0
2822,0.0,41,-95.0,13135400.0
2823,0.0,48,-101.0,255640.0
2824,0.0,48,-92.0,32709000.0
2825,0.0,13,-76.0,28432.0
2826,0.0,13,-85.0,4461780.0
2827,0.0,4,-97.0,4322160.0
2828,0.0,7,-101.0,255632.0
2829,0.0,39,-88.0,2392320.0
2830,0.0,28,-105.0,255632.0
2831,0.0,0,-94.0,3678720.0
2832,0.0,23,-67.0,255632.0
2833,0.0,40,-102.0,3659310.0
2834,0.0,43,-72.0,255632.0
2835,0.0,0,-94.0,2674710.0
2836,0.0,39,-91.0,255632.0
2837,0.0,28,-67.0,3395340.0
2838,0.0,10,-67.0,28432.0
2839,0.0,46,-103.0,4461790.0
2840,0.0,31,-78.0,15316900.0
2841,0.0,11,-66.0,255640.0
2842,0.0,16,-81.0,18471800.0
2843,0.0,17,-95.0,255640.0
2844,0.0,11,-77.0,35081000.0
2845,0.0,20,-91.0,255640.0
2846,0.0,8,-99.0,36668900.0
2847,0.0,21,-72.0,255640.0
2848,0.0,2,-77.0,19428500.0
2849,0.0,1,-102.0,255640.0
2850,0.0,31,-96.0,32709000.0
2851,0.0,24,-82.0,28432.0
2852,0.0,12,-85.0,4461780.0
2853,0.0,37,-77.0,4322160.0
2854,0.0,34,-95.0,255632.0
2855,0.0,14,-77.0,2392320.0
2856,0.0,34,-79.0,255632.0
2857,0.0,6,-67.0,3678720.0
2858,0.0,45,-87.0,255632.0
2859,0.0,4,-90.0,3659310.0
2860,0.0,0,-102.0,255632.0
2861,0.0,5,-73.0,2674710.0
2862,0.0,8,-89.0,255632.0
2863,0.0,22,-110.0,3395340.0
2864,0.0,1,-107.0,28432.0
2865,0.0,32,-104.0,4461790.0
2866,0.0,26,-82.0,40520600.0
2867,0.0,1,-79.0,2068720.0
2868,0.0,28,-69.0,18471800.0
2869,0.0,29,-104.0,255640.0
2870,0.0,19,-66.0,35081000.0
2871,0.0,5,-68.0,255640.0
2872,0.0,20,-81.0,36668900.0
2873,0.0,0,-106.0,255640.0
2874,0.0,49,-107.0,13135400.0
2875,0.0,12,-66.0,255640.0
2876,0.0,47,-67.0,32709000.0
2877,0.0,26,-67.0,28432.0
2878,0.0,30,-75.0,4461780.0
2879,0.0,41,-100.0,4322160.0
2880,0.0,37,-72.0,255632.0
2881,0.0,16,-104.0,2392320.0
2882,0.0,20,-99.0,255632.0
2883,0.0,4,-78.0,3678720.0
2884,0.0,40,-94.0,255632.0
2885,0.0,27,-97.0,3659310.0
2886,0.0,13,-92.0,255632.0
2887,0.0,6,-98.0,2674710.0
2888,0.0,26,-79.0,255632.0
2889,0.0,12,-95.0,3395340.0
2890,0.0,8,-70.0,28432.0
2891,0.0,40,-99.0,2445820.0
2892,0.0,15,-87.0,8067630.0
2893,0.0,39,-92.0,9409370.0
2894,0.0,28,-71.0,13617300.0
2895,0.0,20,-66.0,5104780.0
2896,0.0,46,-76.0,9456710.0
2897,0.0,0,-87.0,22442000.0
2898,0.0,33,-75.0,12125100.0
2899,0.0,6,-106.0,12212300.0
2900,0.0,8,-81.0,16012800.0
2901,0.0,26,-67.0,1314040.0
2902,0.0,49,-101.0,8430790.0
2903,0.0,22,-83.0,1314040.0
2904,0.0,36,-71.0,8619540.0
2905,0.0,41,-88.0,1314040.0
2906,0.0,28,-92.0,11079900.0
2907,0.0,7,-101.0,1314040.0
2908,0.0,39,-90.0,19250900.0
2909,0.0,45,-95.0,1314040.0
2910,0.0,7,-83.0,14919000.0
2911,0.0,28,-97.0,1314030.0
2912,0.0,47,-104.0,4170360.0
2913,0.0,16,-110.0,1314030.0
2914,0.0,24,-88.0,6321070.0
2915,0.0,29,-93.0,1314040.0
2916,0.0,23,-73.0,16170700.0
2917,0.0,34,-85.0,1314040.0
2918,0.0,7,-89.0,12116900.0
2919,0.0,5,-77.0,1314040.0
2920,0.0,28,-82.0,17087200.0
2921,0.0,4,-100.0,1314040.0
2922,0.0,7,-95.0,36484300.0
2923,0.0,26,-84.0,1314040.0
2924,0.0,20,-103.0,15758100.0
2925,0.0,24,-108.0,1314030.0
2926,0.0,17,-94.0,3713040.0
2927,0.0,17,-77.0,1314040.0
2928,0.0,13,-93.0,11675300.0
2929,0.0,38,-66.0,1314030.0
2930,0.0,28,-92.0,4006540.0
2931,0.0,23,-102.0,28432.0
2932,0.0,40,-102.0,2445820.0
2933,0.0,27,-91.0,4388060.0
2934,0.0,31,-79.0,1946070.0
2935,0.0,15,-83.0,1995100.0
2936,0.0,29,-78.0,1866850.0
2937,0.0,27,-84.0,2710050.0
2938,0.0,5,-81.0,2072940.0
2939,0.0,48,-98.0,1830740.0
2940,0.0,47,-86.0,1314030.0
2941,0.0,21,-68.0,246568.0
2942,0.0,33,-77.0,1314030.0
2943,0.0,21,-73.0,50768.0
2944,0.0,5,-91.0,1314030.0
2945,0.0,42,-106.0,78296.0
2946,0.0,1,-108.0,1314030.0
2947,0.0,26,-78.0,939256.0
2948,0.0,1,-72.0,1314030.0
2949,0.0,14,-71.0,13928.0
2950,0.0,41,-75.0,691368.0
2951,0.0,7,-98.0,865352.0
2952,0.0,38,-76.0,1314030.0
2953,0.0,16,-93.0,570088.0
2954,0.0,3,-105.0,1314030.0
2955,0.0,25,-66.0,151320.0
2956,0.0,19,-77.0,1314030.0
2957,0.0,28,-80.0,692936.0
2958,0.0,5,-94.0,1314030.0
2959,0.0,23,-66.0,2355660.0
2960,0.0,28,-100.0,1314030.0
2961,0.0,38,-96.0,468768.0
2962,0.0,42,-74.0,575976.0
2963,0.0,5,-93.0,988872.0
2964,0.0,38,-70.0,645640.0
2965,0.0,23,-110.0,28432.0
2966,0.0,46,-94.0,2445830.0
2967,0.0,37,-82.0,44045400.0
2968,0.0,38,-90.0,13743200.0
2969,0.0,9,-76.0,27620200.0
2970,0.0,12,-68.0,14389900.0
2971,0.0,19,-84.0,13613800.0
2972,0.0,3,-73.0,5108310.0
2973,0.0,12,-77.0,9456710.0
2974,0.0,43,-92.0,25869900.0
2975,0.0,11,-108.0,16713000.0
2976,0.0,29,-105.0,11571800.0
2977,0.0,34,-74.0,11597900.0
2978,0.0,14,-84.0,6779690.0
2979,0.0,14,-101.0,1314040.0
2980,0.0,15,-74.0,8619540.0
2981,0.0,26,-71.0,1314040.0
2982,0.0,37,-80.0,11079900.0
2983,0.0,48,-81.0,1314040.0
2984,0.0,30,-100.0,19250900.0
2985,0.0,29,-78.0,1314040.0
2986,0.0,37,-108.0,14919000.0
2987,0.0,22,-79.0,1314030.0
2988,0.0,4,-103.0,4170360.0
2989,0.0,38,-73.0,1314030.0
2990,0.0,38,-103.0,6321070.0
2991,0.0,35,-96.0,1314040.0
2992,0.0,43,-82.0,16170700.0
2993,0.0,41,-91.0,1314040.0
2994,0.0,10,-100.0,12116900.0
2995,0.0,26,-75.0,1314040.0
2996,0.0,17,-104.0,17087200.0
2997,0.0,6,-80.0,1314040.0
2998,0.0,4,-81.0,36484300.0
2999,0.0,41,-91.0,1314040.0
3000,0.0,7,-73.0,15758100.0
3001,0.0,18,-93.0,1314030.0
3002,0.0,14,-76.0,3713040.0
3003,0.0,1,-108.0,1314040.0
3004,0.0,48,-77.0,11675300.0
3005,0.0,37,-77.0,1314030.0
3006,0.0,47,-83.0,4006540.0
3007,0.0,3,-78.0,28432.0
3008,0.0,0,-82.0,2445820.0
3009,0.0,18,-97.0,4388060.0
3010,0.0,43,-71.0,1946070.0
3011,0.0,12,-105.0,1995100.0
3012,0.0,24,-99.0,1866850.0
3013,0.0,2,-99.0,2710050.0
3014,0.0,20,-75.0,2072940.0
3015,0.0,15,-97.0,1830740.0
3016,0.0,20,-69.0,1314030.0
3017,0.0,27,-83.0,246568.0
3018,0.0,11,-97.0,1314030.0
3019,0.0,31,-76.0,50768.0
3020,0.0,15,-103.0,1314030.0
3021,0.0,0,-86.0,78296.0
3022,0.0,48,-110.0,1314030.0
3023,0.0,31,-67.0,939256.0
3024,0.0,6,-101.0,1314030.0
3025,0.0,38,-104.0,13928.0
3026,0.0,47,-102.0,691368.0
3027,0.0,24,-110.0,865352.0
3028,0.0,9,-67.0,1314030.0
3029,0.0,10,-68.0,570088.0
3030,0.0,4,-86.0,1314030.0
3031,0.0,33,-80.0,151320.0
3032,0.0,9,-102.0,1314030.0
3033,0.0,27,-71.0,692936.0
3034,0.0,3,-92.0,1314030.0
3035,0.0,15,-72.0,2355660.0
3036,0.0,5,-103.0,1314030.0
3037,0.0,47,-70.0,468768.0
3038,0.0,12,-82.0,575976.0
3039,0.0,29,-102.0,988872.0
3040,0.0,9,-70.0,645640.0
3041,0.0,44,-75.0,10985700.0
3042,0.0,48,-67.0,45831700.0
3043,0.0,30,-105.0,44687900.0
3044,0.0,31,-104.0,45460100.0
3045,0.0,32,-105.0,45057500.0
3046,0.0,0,-107.0,45151600.0
3047,0.0,32,-83.0,45368000.0
3048,0.0,10,-89.0,45831700.0
3049,0.0,14,-83.0,44687900.0
3050,0.0,45,-96.0,45831700.0
3051,0.0,17,-105.0,45525900.0
3052,0.0,28,-106.0,44993600.0
3053,0.0,45,-66.0,45831700.0
3054,0.0,28,-78.0,44685900.0
3055,0.0,35,-72.0,45831700.0
3056,0.0,0,-96.0,45833700.0
3057,0.0,27,-68.0,44685900.0
3058,0.0,10,-82.0,45831700.0
3059,0.0,28,-109.0,44687900.0
3060,0.0,49,-69.0,45831700.0
3061,0.0,11,-84.0,45831700.0
3062,0.0,3,-80.0,44687900.0
3063,0.0,45,-90.0,45831700.0
3064,0.0,14,-98.0,44685900.0
3065,0.0,9,-109.0,45833700.0
3066,0.0,46,-97.0,45831700.0
3067,0.0,13,-66.0,44685900.0
3068,0.0,47,-75.0,45833700.0
3069,0.0,48,-98.0,44685900.0
3070,0.0,48,-81.0,45831700.0
3071,0.0,46,-84.0,45833700.0
3072,0.0,23,-92.0,44685900.0
3073,0.0,0,-103.0,45831700.0
3074,0.0,1,-103.0,44687900.0
3075,0.0,49,-73.0,45831700.0
3076,0.0,47,-88.0,45831700.0
3077,0.0,41,-103.0,44687900.0
3078,0.0,8,-110.0,45831700.0
3079,0.0,32,-82.0,44685900.0
3080,0.0,31,-106.0,45833700.0
3081,0.0,42,-93.0,45831700.0
